瘤痢疙,老矫,乞闭扁柯(∑C),弥历扁柯(∑C),弥绊扁柯(∑C),弥措 鉴埃 浅加(m/s),弥措 浅加(m/s),乞闭 浅加(m/s),乞闭 捞浇痢柯档(∑C),乞闭 刘扁拘(hPa),乞闭 泅瘤扁拘(hPa),乞闭 瘤搁柯档(∑C)
绊魂,2016-11-24,7.3,5.6,8.2,27.4,20.8,10.6,0.6,6.4,1016.8,6.5
绊魂,2016-11-25,8.6,6.5,10.8,10.9,6.9,5.2,1.9,7,1017.6,8
绊魂,2016-11-26,10.2,7.8,13,16.2,10.6,5.2,6.9,10.1,1012.6,8.8
绊魂,2016-11-27,11.2,10.1,12.6,20.4,16.7,10.5,4.3,8.3,1011.9,10.1
绊魂,2016-11-28,9.3,8.3,11.4,20.4,15.6,11.3,2.6,7.4,1018.4,8.4
绊魂,2016-11-29,9.5,6.9,11.5,15.5,10.7,6.7,1.4,6.8,1022,8
绊魂,2016-11-30,12.8,8.9,15.2,16.9,14.6,6.5,8.1,10.8,1017.4,11
绊魂,2016-12-01,11.4,8.4,13.4,21,16.5,11.5,4.4,8.5,1018.2,10.6
绊魂,2016-12-02,8.7,7.3,9.8,16.3,10.8,7.8,2.7,7.4,1021,7.6
绊魂,2016-12-03,10.2,7.1,13.9,10.9,7.1,4.4,5.2,8.9,1016.8,8.7
绊魂,2016-12-04,12,10.5,13.7,11.8,8.5,5.4,8.1,10.8,1010.8,10.7
绊魂,2016-12-05,13.4,10.1,16.7,18.9,14.1,8.3,8.3,10.9,1010.9,12.9
绊魂,2016-12-06,7,5.3,10.3,24.1,18.3,10,1.4,6.7,1016.7,7.1
绊魂,2016-12-07,10.6,6,15.1,13.8,10.3,7.3,3.8,8,1014.1,9.7
绊魂,2016-12-08,11.8,7.6,14.9,15.9,13.9,5.5,5.7,9.3,1010.2,10.2
绊魂,2016-12-09,9.6,6.3,14.7,18.1,14.6,10.9,3.8,8.1,1011.3,9.4
绊魂,2016-12-10,7.1,5.8,8.5,14.6,9.9,8.2,-0.6,5.8,1015.6,6.5
绊魂,2016-12-11,7.9,4.6,10.7,13.2,9.1,5.7,-0.1,6.1,1017,6.4
绊魂,2016-12-12,13.2,8.7,16.4,8.6,5.8,3.8,8.3,11,1012.7,10
绊魂,2016-12-13,11.3,8.5,14.2,19.8,15,8.4,8.2,11,1007.6,11.9
绊魂,2016-12-14,6.2,5.1,8.8,27.1,20.3,16.6,-0.1,6.1,1011.1,6.5
绊魂,2016-12-15,5.2,3.7,7,28.4,22.5,16.5,-0.7,5.8,1014.5,5.7
绊魂,2016-12-16,4.7,3,6.7,26.5,19.7,12.6,-1.3,5.6,1019.1,4.1
绊魂,2016-12-17,8,5.2,12.1,13.7,9.3,4.5,2.4,7.3,1021.5,7.3
绊魂,2016-12-18,12.9,5.6,17.3,11.4,8.2,4.9,7.9,10.7,1019.2,10.5
绊魂,2016-12-19,16.3,14.7,17.7,14.1,9.2,5.7,14.2,16.2,1014.6,14.5
绊魂,2016-12-20,12.8,11.2,14.7,13.8,9.4,4.2,10.3,12.6,1016,11.9
绊魂,2016-12-21,17.7,13.1,19.5,17.8,13.6,7,16.4,18.8,1011,15.6
绊魂,2016-12-22,10.3,8.4,18.7,25.9,20,16,7.2,10.4,1006.8,10.7
绊魂,2016-12-23,7.2,5.6,8.7,26.2,19.8,16.6,1.3,6.7,1013.1,6
绊魂,2016-12-24,6.7,5.6,8,19.7,13.8,7,1.1,6.6,1019.2,5.8
绊魂,2016-12-25,10.7,7,14.5,8,6,3.1,5.4,9,1018.3,8.3
绊魂,2016-12-26,12,8.3,16.6,21.2,16.6,7.6,11.2,13.6,1008.6,11.9
绊魂,2016-12-27,5.8,3.4,8.6,29.3,23.1,18.4,0.3,6.4,1013.9,5.3
绊魂,2016-12-28,5.1,3.6,6.3,18.8,15,7.8,-1.3,5.5,1019.5,4
绊魂,2016-12-29,5.4,4,7.4,24.7,19.4,12.9,-0.1,6.1,1020.6,4.2
绊魂,2016-12-30,4.5,2.1,6.4,13.5,8.9,6.2,-1.3,5.6,1022.5,2.8
绊魂,2016-12-31,6.9,4.3,9.5,12,8.6,4.8,0.4,6.3,1021.4,4.8
绊魂,2017-01-01,9.9,5.4,13.9,7,5.3,3.1,4.2,8.3,1019,7.4
绊魂,2017-01-02,11.6,9.8,14,10.8,7.3,4.4,8.1,10.8,1014.3,10.1
绊魂,2017-01-03,9,7.8,11.1,14.4,10.2,6.7,3.9,8.1,1015.5,7.3
绊魂,2017-01-04,9.6,7.8,11.6,11,7.2,5.7,4.4,8.4,1014.5,7.3
绊魂,2017-01-05,11.2,8.7,14,11.5,7.9,3.7,6.4,9.7,1014,9.7
绊魂,2017-01-06,11.4,9.2,15.5,9,6.1,2.9,6.1,9.4,1014.3,10
绊魂,2017-01-07,11.6,8.6,13.9,8.3,6.2,2.4,7.2,10.3,1008.7,9.9
绊魂,2017-01-08,10.1,9,12.2,16.3,11.9,7.8,7.5,10.4,1004.1,9.8
绊魂,2017-01-09,7.2,5.7,9.4,25.3,19.9,13.8,2.1,7.2,1009.5,6.4
绊魂,2017-01-10,5.8,4.8,6.8,21,15.4,12.1,-0.7,5.8,1014.3,4.7
绊魂,2017-01-11,4.1,3.2,5.3,20.2,15.5,9.7,-2,5.3,1016.6,3.1
绊魂,2017-01-12,7.3,5,10.6,20.8,16.8,9.7,0.1,6.2,1011,5.9
绊魂,2017-01-13,6.3,2.7,10.9,27.2,21.7,13.1,-1.3,5.6,1008.7,4.9
绊魂,2017-01-14,3.1,1.5,4.6,26.1,17.9,14.4,-2.3,5.2,1014.5,2.5
绊魂,2017-01-15,2.8,1.1,3.9,26.6,19.4,10.5,-3.2,4.8,1018,2.6
绊魂,2017-01-16,4,2.6,5.3,17.8,13.1,8.1,-3,4.9,1018.9,3.6
绊魂,2017-01-17,5.2,2.5,7.4,11.7,8.4,5.2,-0.3,6,1021.1,4.8
绊魂,2017-01-18,6.2,5.2,7.1,15.5,10.6,7.5,0.6,6.4,1019.2,5.7
绊魂,2017-01-19,6,5.2,6.9,16.7,12.2,8,0.3,6.3,1014.3,5.6
绊魂,2017-01-20,3.3,0.9,8.2,34.6,27.2,20,-2.4,5.2,1014.6,3.7
绊魂,2017-01-21,4.4,2.3,7.9,19.1,16,9.3,-1.9,5.3,1018.7,4.3
绊魂,2017-01-22,3.3,0.6,5.9,28.1,20.8,15.9,-1.8,5.3,1018.1,3.2
绊魂,2017-01-23,2,0.3,3.6,25.4,18.7,14.2,-3.5,4.7,1021.4,1.5
绊魂,2017-01-24,3.3,2.2,5.3,19.9,15.6,10.9,-3.5,4.7,1024.5,3
绊魂,2017-01-25,3.4,2.3,5,15.6,9.7,7.5,-2.2,5.2,1024,4
绊魂,2017-01-26,6.3,1.5,10.3,12.8,9,5.5,0.2,6.2,1019.9,6.6
绊魂,2017-01-27,6.1,2.1,11,18.8,15.7,9.8,0.8,6.6,1018.1,6.3
绊魂,2017-01-28,8,1.9,12.6,12.7,8.3,5,2.1,7.2,1015.7,7.4
绊魂,2017-01-29,12.7,7.7,17.9,17.3,12.4,5.8,11.7,13.8,1007.9,13.4
绊魂,2017-01-30,3.5,1.5,7.9,30,22.2,16.1,-1.2,5.7,1015.2,3.7
绊魂,2017-01-31,2.9,0.7,5.1,17.1,12.3,8,-2,5.3,1018.2,4.3
绊魂,2017-02-01,4.1,2.6,5.9,22.3,16.4,12.3,-1.4,5.5,1018.9,4.1
绊魂,2017-02-02,4.3,2.7,5.8,16.6,11.3,8.1,-1.5,5.5,1020.8,5.2
绊魂,2017-02-03,6.9,3.9,9.7,11.5,7.5,5.4,0.2,6.2,1017.1,6.6
绊魂,2017-02-04,9.9,7.6,13.2,14.8,12.2,4.6,6.8,10.4,1010.4,8.9
绊魂,2017-02-05,8.3,6.5,11.6,24.6,19.5,13.9,5,8.9,1006.5,8.1
绊魂,2017-02-06,4.7,3.5,6.9,25.1,19.4,13.8,-0.8,5.8,1012.8,3.7
绊魂,2017-02-07,5.2,3.3,6.8,15,10.2,6.6,-1,5.7,1014.8,4.9
绊魂,2017-02-08,5,3.2,6.2,22.4,16.5,8.9,0.3,6.3,1009.9,4.1
绊魂,2017-02-09,2.3,0.2,4.2,29.5,22.4,18.5,-2.1,5.3,1007.6,2.8
绊魂,2017-02-10,0.9,-1.4,3.6,30.4,22.6,18.4,-2.8,5,1010.3,0.8
绊魂,2017-02-11,2.7,-1.1,4.6,29.5,23.4,16.7,-2.9,5,1016.2,1.3
绊魂,2017-02-12,4.8,3,8.3,19.5,14,9.6,-2.6,5.1,1020.3,5.8
绊魂,2017-02-13,7.3,2.8,11.4,15.5,12.2,7,-1.8,5.4,1022.6,9.2
绊魂,2017-02-14,6.7,5.6,9.4,18,13.7,9.4,0.4,6.3,1023.8,8.8
绊魂,2017-02-15,6.9,2.8,10.6,9.5,6.2,4.2,1,6.6,1021.2,9.6
绊魂,2017-02-16,13.2,5.2,16.4,15.5,11.2,8.4,8.9,11.6,1012.8,11.7
绊魂,2017-02-17,8,3.6,15.4,20.9,14.9,12,3.6,8.6,1012.5,10.3
绊魂,2017-02-18,4,2,6.5,20.9,15.9,11.1,-2.6,5.1,1017,6.4
绊魂,2017-02-19,9.8,1,14.3,19.5,15.2,8.5,2.4,7.9,1009.5,8.8
绊魂,2017-02-20,6.8,1.9,15.2,30.8,21.5,15,3.3,8.6,1007.6,7.8
绊魂,2017-02-21,7.3,1.5,12.1,16.8,11.7,6.2,1.5,6.9,1018.1,9.2
绊魂,2017-02-22,10.4,5.9,14.8,27.4,22.4,11.6,9.1,11.8,1005.3,10
绊魂,2017-02-23,4.3,2.9,6.1,28.1,21.6,16.7,-1,5.7,1010.3,4.5
绊魂,2017-02-24,4.2,2.9,6,22.2,15.5,10.2,-3.1,4.9,1016,4.6
绊魂,2017-02-25,8.1,0,11.9,15.3,11.7,8.7,-0.4,6,1015,7.7
绊魂,2017-02-26,8.3,6.9,11.1,11.7,8.7,5.4,-0.7,5.8,1015.7,7.7
绊魂,2017-02-27,7.3,4.6,9.5,12.3,8.3,5.6,0.5,6.4,1017.3,8.4
绊魂,2017-02-28,8.8,5.9,12.5,8.8,6.6,4.3,-0.5,5.9,1016.1,11
绊魂,2017-03-01,10.3,7.2,14.6,28.8,22.9,8.2,3.8,8.1,1007.7,11.6
绊魂,2017-03-02,5.1,4.1,8.1,26.8,21.6,17.2,-1,5.7,1009.1,6.7
绊魂,2017-03-03,7.3,3.8,10.9,17,11,4.6,0.5,6.4,1011.9,12
绊魂,2017-03-04,10.4,7.7,13.9,8.3,6.6,2.6,3.6,7.9,1010,15.8
绊魂,2017-03-05,9.8,8.4,13.8,14.3,10.4,4.6,5.2,8.9,1007.4,11.5
绊魂,2017-03-06,5.2,3.8,8.7,25.7,16.8,12.7,-1.9,5.4,1007.6,9.1
绊魂,2017-03-07,4.8,2.4,9.2,22.7,18.3,12.4,-1.7,5.5,1009.1,6.9
绊魂,2017-03-08,5.9,2.5,9.1,22.3,18.2,13.8,-2.1,5.2,1009,8.8
绊魂,2017-03-09,9.7,6.4,13.9,25.1,15.8,12.4,-1,5.7,1008.3,14.6
绊魂,2017-03-10,10.1,8.5,13.7,15.4,12.8,6.1,-0.1,6.1,1011.5,13
绊魂,2017-03-11,11.4,7.8,15.2,10.7,6.4,3.3,-0.4,5.9,1014.2,14.6
绊魂,2017-03-12,12.3,0,17.4,8.7,6.3,3.7,3.7,8.1,1011.9,15.6
绊魂,2017-03-13,9,7.9,11.9,14.5,9.8,6.5,4,8.2,1008.2,9.7
绊魂,2017-03-14,7.6,6.3,9.5,24.1,18.5,12.1,0.3,6.3,1010.2,10.8
绊魂,2017-03-15,7.3,5.4,10.7,17.7,12.5,7.1,-1.1,5.7,1014.4,12.5
绊魂,2017-03-16,8.7,5.4,12.9,9.6,6.5,4.1,2.1,7.2,1013,12.4
绊魂,2017-03-17,9.1,5.5,11.8,11.9,7.7,5.5,-0.2,6,1014.4,13.6
绊魂,2017-03-18,10.6,7.5,13.3,7,5,3.1,3.6,8,1015.1,9.4
绊魂,2017-03-19,12.9,9.4,19.1,10.1,6.9,4.2,4.3,8.3,1015.1,17.6
绊魂,2017-03-20,11.2,9.3,13.3,16,10.7,5.2,7.9,10.8,1006.8,10.7
绊魂,2017-03-21,8.5,7.2,10.5,24.5,20.3,13.9,2.9,7.7,1008.9,10.6
绊魂,2017-03-22,8.6,5.2,10.7,14.3,9.7,4.6,2.2,7.2,1012.1,8.4
绊魂,2017-03-23,9.2,7,11.5,11.6,8.4,5.4,4.9,8.7,1011.7,8.4
绊魂,2017-03-24,11,8.6,13.7,11,7.8,4,5.6,9.2,1011.1,10.1
绊魂,2017-03-25,9.6,7.6,13.1,13.3,9.1,4.7,6.3,9.5,1010.1,10.2
绊魂,2017-03-26,9.2,7.7,11.8,18.9,15.4,8.8,3.7,8,1010.8,9.2
绊魂,2017-03-27,10,7.6,13.3,19.1,14.7,11.2,3.3,7.8,1014,11.9
绊魂,2017-03-28,11.4,7.7,14.6,13.9,10.6,4.9,1.9,7.1,1014.5,11.7
绊魂,2017-03-29,13,9.9,15.7,13.8,9.2,4.8,10.7,12.9,1011.3,14.1
绊魂,2017-03-30,11.6,10.3,13.6,11.4,7.5,4.8,7.4,10.3,1011.7,15.4
绊魂,2017-03-31,9.6,8.4,11.7,15.2,11.2,6.6,6.8,9.9,1009.1,11
绊魂,2017-04-01,9.8,8.3,12.2,19.9,15.7,11.3,5.1,8.8,1008.1,11.8
绊魂,2017-04-02,11.4,7.1,14.8,13.9,10.8,5.1,1.3,6.8,1011.4,11.6
绊魂,2017-04-03,12.7,8.8,20.7,9.3,8.1,4.3,4.6,8.5,1016.1,15.1
绊魂,2017-04-04,14.1,10.4,16.8,12.2,8.3,4.6,7.5,10.4,1015.4,17.1
绊魂,2017-04-05,15.5,14.9,16.2,16.2,13.1,9.2,13.5,15.5,1008.6,14.3
绊魂,2017-04-06,14.1,12.4,15.4,15.8,12,4.2,14,16,1004.7,14.5
绊魂,2017-04-07,13.8,11.4,17.9,9.1,5.7,3.1,13.1,15.1,1004.2,15.8
绊魂,2017-04-08,13.1,9.8,17.4,12.1,9.7,5.9,11.8,13.9,1003.5,17.9
绊魂,2017-04-09,12.5,9.4,15.3,12.8,9.8,5.6,10.5,12.7,1003.6,12.6
绊魂,2017-04-10,14.1,12.6,18.6,11.8,10,4,10.7,12.9,998.6,14
绊魂,2017-04-11,11.7,10.3,14.1,19.8,16.7,11.4,8.7,11.3,999.5,14
绊魂,2017-04-12,12.3,10.4,14.8,21.7,14.3,9.1,2.8,7.6,1007.6,12.3
绊魂,2017-04-13,13.5,9.6,19.4,7.6,6.2,4,6.3,9.6,1011.8,14.9
绊魂,2017-04-14,15.3,9.3,19.4,15,10.7,7.4,10.1,12.6,1007.3,17.4
绊魂,2017-04-15,16.6,14.1,20.2,10,7,3.7,14.9,17,1006.7,19.3
绊魂,2017-04-16,17.3,12.9,21.7,9.6,6.7,2.8,16.1,18.4,1005.5,22.6
绊魂,2017-04-17,14.4,11.1,19.3,18.1,14.1,9.4,14.3,16.5,994.1,15.7
绊魂,2017-04-18,13.1,10.6,16.7,17.4,14.4,7.5,11.6,13.8,995.5,15.1
绊魂,2017-04-19,14.2,10.6,18.7,14.1,10.9,5.1,4.5,8.5,1004.1,15.8
绊魂,2017-04-20,13.6,11.6,16.4,10.3,7.4,4,8.8,11.4,1003.2,13.3
绊魂,2017-04-21,13.4,11.6,17,10,6.8,4.2,10.4,12.7,1001.9,13.9
绊魂,2017-04-22,12.4,10.8,15.9,13.4,8.9,6,10,12.3,1005,15.5
绊魂,2017-04-23,14,10.2,18,6.1,4.7,3.1,8.8,11.5,1009.8,17.5
绊魂,2017-04-24,16.5,10.7,21.2,11.8,7.5,5.3,10.7,13.2,1010.6,19.2
绊魂,2017-04-25,18,15.4,21.1,11.9,8.9,4.3,15.3,17.3,1010.3,20.2
绊魂,2017-04-26,14.5,12.6,17.2,14.1,10.8,5.1,11.7,14.2,1006.7,15.8
绊魂,2017-04-27,12.6,10.7,15.6,17.3,12.3,8.7,7.3,10.3,1005.8,13.8
绊魂,2017-04-28,15.7,10.8,19.5,13.8,11.4,6,11.1,13.3,1002.3,17.9
绊魂,2017-04-29,15.5,13.1,18.9,19.3,17,6.8,12.9,15,1001.7,19.7
绊魂,2017-04-30,16.4,13.1,17.8,16.4,12.4,6.6,12.7,14.7,1004.1,19
绊魂,2017-05-01,15.6,13.8,18.1,8.8,6,4,14.6,16.7,1008.5,18.8
绊魂,2017-05-02,16.5,14.5,19.8,10,6.7,3.4,13.6,15.6,1011.8,19.3
绊魂,2017-05-03,19.8,14,24.6,11.9,7.9,4.7,13.8,15.8,1011.5,21.7
绊魂,2017-05-04,19.2,16.3,23.4,14.7,9.8,6,16,18.3,1006.8,22.5
绊魂,2017-05-05,17.6,15.3,19.9,12.2,8.3,5.4,17.3,19.9,1005,19.3
绊魂,2017-05-06,15,14,17.2,17.6,13.1,6.5,9.1,11.6,1009.2,16.6
绊魂,2017-05-07,17,13.9,21.1,7.6,6.5,4,8.5,11.9,1009.4,19.8
绊魂,2017-05-08,16.6,13.8,20.3,13.9,9.9,2.9,8.8,11.7,1006.9,17.8
绊魂,2017-05-09,15.9,13.2,21.4,21.5,13.8,9.2,13.6,15.7,999.5,17.2
绊魂,2017-05-10,15.8,13.5,19.9,18.5,15.7,8.8,13.7,15.7,1004.5,20
绊魂,2017-05-11,18.5,14.9,20.9,13.2,9.4,6,16.9,19.2,1005.7,22.6
绊魂,2017-05-12,17.3,15.2,20.5,16.8,12.8,3.6,17.1,19.5,1001.4,18.6
绊魂,2017-05-13,16.3,14.3,20.1,9.3,6.1,3.5,15.4,17.5,1000.8,20.9
绊魂,2017-05-14,15,12.3,18.9,9.6,6.9,4.6,12.3,14.4,1004.7,18.9
绊魂,2017-05-15,15.5,13.6,18.1,9.1,6.4,4.2,10.1,12.4,1006.7,17.3
绊魂,2017-05-16,16.4,13.9,20.2,12,9.3,4.9,10.8,13.1,1003.6,17.1
绊魂,2017-05-17,16.7,13.9,20.1,9.6,7.5,4.3,13.8,15.8,1004.2,21.3
绊魂,2017-05-18,18.2,14.7,22.7,8.2,6.3,3.8,12.7,14.8,1008.4,22.5
绊魂,2017-05-19,19.2,16.2,22.5,6.7,4.5,2.6,12.7,15,1009.3,24.2
绊魂,2017-05-20,19.5,16.4,24.3,7.6,5.7,3.5,13.2,15.4,1008,22
绊魂,2017-05-21,21,17.4,25.8,11.6,8.5,5,14.4,16.5,1006.5,25.1
绊魂,2017-05-22,20.302,17.2,23.5,7.6,5.5,4.2,14.094,16.128,1013.097,21.7
绊魂,2017-05-23,20.5,17,24.7,11.3,7.7,4.6,18.2,20.9,1002.5,23.6
绊魂,2017-05-24,19,17.1,22.1,10.1,6.8,3,18.6,21.4,999.8,22.7
绊魂,2017-05-25,17.8,15.2,21.4,15.2,10.5,5.8,15.5,17.7,999.5,24.1
绊魂,2017-05-26,16.3,14.5,19.3,16.2,12.2,9.1,10.5,12.7,1001.9,23.7
绊魂,2017-05-27,16.6,14,20.8,9.4,7,4.3,11.2,13.3,1005,25.2
绊魂,2017-05-28,18.5,14.1,21.6,9.5,7.7,4.9,14.4,16.6,1006.2,26.2
绊魂,2017-05-29,20.2,16.6,23.5,6.7,5.5,3.6,17.5,20.1,1005.8,28.8
绊魂,2017-05-30,20.4,18.4,24.3,9.2,6.7,3.6,18.1,21.1,1002.5,29.5
绊魂,2017-05-31,21.3,19.5,24.5,12.7,9,5.9,20.6,24.2,995.7,26.7
绊魂,2017-06-01,19.1,17,22,11.8,8.4,3.9,18.6,21.5,993.4,25.8
绊魂,2017-06-02,18.1,16.2,22.2,10.1,7.3,5.3,15,17,996.9,26.6
绊魂,2017-06-03,18.3,16.2,21.8,12.2,8.2,5.8,13.3,15.3,1000.3,26
绊魂,2017-06-04,18.8,16.5,22.7,10.9,7.6,5.2,13.1,15.2,1002.8,27.9
绊魂,2017-06-05,21.6,17.3,27.1,9.6,6.3,2.8,11.7,13.8,1006.1,27.7
绊魂,2017-06-06,20,17.7,21.6,18.2,12.8,8.1,17,19.8,1002.7,21.3
绊魂,2017-06-07,19.3,16.8,23.8,13.7,11.4,7.4,18.1,20.8,1000.7,24.2
绊魂,2017-06-08,18.9,16.6,23.1,11.1,9.4,5.9,17,19.4,1003.8,24.7
绊魂,2017-06-09,19.8,16.7,21.9,8.2,5.2,3,18.6,21.5,1002.4,24.9
绊魂,2017-06-10,20.9,19.5,22.9,10.8,7.4,4.5,19.9,23.3,999.4,23.2
绊魂,2017-06-11,20.1,18,24.8,9.9,6.6,3.5,18.6,21.4,1000.2,24.4
绊魂,2017-06-12,20.5,17.6,24.4,9.4,6.2,2.7,14.8,17.1,1004.4,22.2
绊魂,2017-06-13,19,16.2,24.7,7.3,5.6,2.6,15.7,17.9,1005.5,23.7
绊魂,2017-06-14,18.8,15.1,22.5,10.1,7.4,4.5,16.3,18.6,1003.4,24.9
绊魂,2017-06-15,19.1,17.1,22.7,10.2,7,4.9,17.2,19.6,1002.2,26.3
绊魂,2017-06-16,21,18.6,24.2,8.8,6.2,3.4,17.5,20.1,1002.2,28.5
绊魂,2017-06-17,20.5,16.8,24.1,5.8,4.4,2.4,18.7,21.6,1002.3,29.3
绊魂,2017-06-18,22.4,18.8,27.6,8.2,6.4,3.1,19.3,22.4,1002.8,30.1
绊魂,2017-06-19,23.1,18.7,26.7,11,8.6,4.8,20.1,23.5,1001.4,30.2
绊魂,2017-06-20,21.8,19.4,23.6,12.9,8.4,5.5,20.8,24.6,994.5,24
绊魂,2017-06-21,21.6,19.3,25.6,13.8,8.9,3.9,20.2,23.7,999.2,24.5
绊魂,2017-06-22,22.3,19.8,25.8,7.7,6,2.4,20.2,23.6,1000.7,26
绊魂,2017-06-23,22.2,20.4,24.5,7.7,6.2,2.2,20.3,23.8,998.4,25.9
绊魂,2017-06-24,22.2,20.1,25.9,7.3,4.5,2.6,21.2,25.2,994.7,24.1
绊魂,2017-06-25,22,20.3,24.5,5.9,4.1,1.9,21.2,25.2,994.9,25
绊魂,2017-06-26,22.7,21.7,24.7,6.4,4.9,2,22.5,27.2,998.3,24.9
绊魂,2017-06-27,22.9,21.7,25,5.8,4.3,1.6,22.2,26.7,1001.8,26.9
绊魂,2017-06-28,22.8,21,26.2,7.3,5.9,2.7,21.7,26,1004.4,27
绊魂,2017-06-29,21.6,19.8,23.1,14.5,9.8,3.9,21.4,25.6,1002.5,22.6
绊魂,2017-06-30,24,22.1,26.5,9.3,6.7,4.3,23.8,29.5,1001,27.1
绊魂,2017-07-01,24.9,23.4,27.8,11,8.2,6,24.6,30.9,1001,27.6
绊魂,2017-07-02,25.4,24.4,27.1,12.6,9,7.8,25.2,32,1001.2,27.7
绊魂,2017-07-03,25.7,24.5,27.7,11.6,8.3,6.8,25.5,32.6,1000.7,28
绊魂,2017-07-04,25.5,24.4,27.2,8.3,6.2,3.8,25.3,32.3,999.9,28.6
绊魂,2017-07-05,26.2,24.9,28.7,7.9,6.3,4.1,25.9,33.5,1002.7,31.4
绊魂,2017-07-06,26.3,25.6,27.7,11,8.4,5,26.2,33.9,1002.6,29
绊魂,2017-07-07,26.6,25.2,28.7,12.1,8.4,6.6,26.2,33.9,1001.3,29.7
绊魂,2017-07-08,26.2,25.2,28.4,10.6,7.5,5.1,26,33.6,1000.6,28.7
绊魂,2017-07-09,26.5,25,29,10.5,8,6,26.1,33.8,999.3,30.2
绊魂,2017-07-10,26.4,24.6,28.1,16,13.4,8.9,26,33.5,996.8,29
绊魂,2017-07-11,24.9,23.5,28.1,8.4,7.6,3.4,24.3,30.5,1001.1,28.5
绊魂,2017-07-12,26.3,23.9,29,7.5,6.1,2.9,25.1,31.9,1002.6,30.3
绊魂,2017-07-13,26.9,24.7,29.5,7.5,5.4,3.3,26.1,33.8,1000.5,30.1
绊魂,2017-07-14,27.7,26.3,30.2,9.4,7.2,5.1,27,35.7,1001,30.6
绊魂,2017-07-15,27.7,26,29.9,11.2,8.1,6.4,26.9,35.4,1003.3,30.5
绊魂,2017-07-16,27.8,25.8,30.4,10.1,7.3,5.9,27,35.6,1005.3,32.4
绊魂,2017-07-17,27.8,26.1,29.8,8.1,6.2,4.8,27.2,36.1,1005.2,31.7
绊魂,2017-07-18,27.1,26.1,29.3,14,9.9,5.2,26.9,35.4,1002.5,29
绊魂,2017-07-19,28.7,26,32.9,6.4,5,2.8,27.3,36.3,999.4,36.3
绊魂,2017-07-20,28.4,26.2,31.9,7.2,5.4,3.2,27.7,37.1,1000,35.9
绊魂,2017-07-21,28.6,26.8,31.1,8.8,5.3,3.9,27.6,37,1002.1,38.3
绊魂,2017-07-22,28.5,26.9,30.8,6.9,5.1,3.7,27.1,35.9,1002.7,37.6
绊魂,2017-07-23,28.4,26.5,29.9,7.2,5.9,3.9,27.8,37.4,999.3,35.7
绊魂,2017-07-24,29,26.8,31.2,6.9,6.3,3.6,27.9,37.6,996.3,38.6
绊魂,2017-07-25,28.8,26.6,32.1,8.1,6.4,4.1,27.6,37,995.9,37.4
绊魂,2017-07-26,28.4,26.3,30.7,10.6,6.6,3.2,26,33.6,997.4,33.9
绊魂,2017-07-27,28.4,25,33.6,10.7,7,2.9,25.9,33.3,999.3,35.1
绊魂,2017-07-28,28.9,26,32,6.5,5,2.8,27.1,35.9,1000.3,39
绊魂,2017-07-29,29,26.3,32,7.9,6.1,2.6,27.3,36.3,999.1,38.6
绊魂,2017-07-30,29.4,26.3,32.8,11.2,7.2,4.8,26.4,34.4,998.3,39.4
绊魂,2017-07-31,29.5,27.2,34.2,13.6,8.6,5.1,27,35.7,998.9,35.2
绊魂,2017-08-01,29.5,26.1,33.5,12.2,8.1,4.6,27.7,37.2,1000.3,36.1
绊魂,2017-08-02,29.7,26.5,34.7,8.6,5.9,3.9,26.3,34.3,998.2,36.9
绊魂,2017-08-03,29.6,24.7,33.6,11.8,7.9,4.9,25.3,32.3,995.5,38.1
绊魂,2017-08-04,29.2,25.9,34.1,8.4,6.1,3,26.8,35.4,995.7,36.4
绊魂,2017-08-05,29.8,26,35.1,11.5,7.5,3.7,27.5,36.8,993.2,40
绊魂,2017-08-06,29.2,27.7,31.5,13.8,9.2,6.2,26.9,35.5,991.6,37.9
绊魂,2017-08-07,30.1,27.8,34.6,10.3,7.6,5.3,27.6,37,992.9,40.5
绊魂,2017-08-08,28.8,24.5,32.8,23.3,19.7,5.1,26.8,35.3,992.4,32.4
绊魂,2017-08-09,27.9,25.1,31.6,17.5,13.5,8.1,25.8,33.2,989.8,31.2
绊魂,2017-08-10,28,25.8,31.2,7.2,5.1,2.9,24.7,31.2,993.1,33
绊魂,2017-08-11,27.7,25.5,29.9,8.1,5.1,3.1,24,29.9,997.8,33.9
绊魂,2017-08-12,27.6,24.6,32,9.8,6.6,3.4,23,28.1,1001.1,30.5
绊魂,2017-08-13,26.9,24.6,29.5,16,11.2,7.3,22.9,28,999,27.1
绊魂,2017-08-14,28.1,24.5,29.5,17.7,15.6,7.9,26.4,34.5,995.6,28.7
绊魂,2017-08-15,27.9,26.2,30.3,10.5,8.7,5.6,25.6,32.8,995.6,31.6
绊魂,2017-08-16,27.6,25.5,31.4,9.5,8.2,5.1,23.7,29.3,998.1,35.5
绊魂,2017-08-17,26.4,24.4,29,8.6,6.6,3.5,23.2,28.5,1000.4,33.4
绊魂,2017-08-18,26.8,24.5,31,5.6,4,2.6,22.8,27.7,1003.1,30.5
绊魂,2017-08-19,25.7,21.7,31.3,23.2,13.2,5,23.7,29.3,1002.6,26.3
绊魂,2017-08-20,26.7,22.8,29.4,16.7,11.2,6.5,25.1,32,1000,29
