瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),弥历扁柯(∑C),弥绊扁柯(∑C),老碍荐樊(mm),弥措 鉴埃 浅加(m/s),弥措 浅加(m/s),乞闭 浅加(m/s),乞闭 捞浇痢柯档(∑C),弥家 惑措嚼档(%),乞闭 惑措嚼档(%),乞闭 刘扁拘(hPa),乞闭 泅瘤扁拘(hPa),弥历 秦搁扁拘(hPa),乞闭 秦搁扁拘(hPa),老 弥缴脚利汲(cm),乞闭 傈款樊(1/10),乞闭 瘤搁柯档(∑C)
184,力林,2020-12-13,8.7,5.7,14.6,0,18.1,10.8,4,0.7,38,57.6,6.6,1017.4,1016.5,1020,0,7.6,8.1
184,力林,2020-12-14,3.2,1.7,5.9,0.1,18.4,9,6.4,-2.4,52,66.9,5.1,1025.2,1023.9,1027.8,0,9.8,5.1
184,力林,2020-12-15,3,2,4.3,0,14.1,8.2,4.5,-3.2,57,63.8,4.8,1027.4,1028.7,1030,0,8.9,4.6
184,力林,2020-12-16,3.9,3,5.3,1.5,15.7,7.9,4.9,-1.3,58,69.3,5.6,1027.8,1028.9,1030.4,0.1,8.9,3.7
184,力林,2020-12-17,5.7,3.8,7.2,0,11.1,6.4,3.5,-0.3,55,65.1,6,1027.6,1029.1,1030.2,0,8.8,5.3
184,力林,2020-12-18,7.7,6.1,10.8,0,13.8,9.2,3.8,-0.4,42,57.3,6,1026.4,1027,1029,0,8.6,7.1
184,力林,2020-12-19,4.4,2.8,6.3,0,14.8,7.2,5,-4,32,54.5,4.6,1030.1,1030.4,1032.7,0,5.4,5.2
184,力林,2020-12-20,6.8,3.6,7.9,0,11.3,7.3,4,-1.7,45,54.9,5.4,1029.4,1030.9,1032,0,8.1,6.2
184,力林,2020-12-21,7.9,6.4,10.2,0,10.6,5.7,3.2,-0.8,42,54.4,5.8,1027.1,1028.5,1029.7,0,7.9,7.2
184,力林,2020-12-22,8.9,6,13.1,0,7.2,5,2.3,-0.3,37,52.8,6,1024.7,1025.5,1027.3,0,4.6,7.5
184,力林,2020-12-23,10.1,4.5,15,0,4.7,3.3,1.6,0.7,34,53.4,6.6,1020.5,1019,1023.1,0,7.1,8
184,力林,2020-12-24,10.5,8,13.5,0,12.4,7.4,3.7,2.5,42,58,7.5,1017,1017.5,1019.6,0,6.5,9.7
184,力林,2020-12-25,6.8,4.8,10,0,15.4,8.2,4,-2,42,53.5,5.3,1022.4,1021.7,1025,0,6.6,7
184,力林,2020-12-26,7.4,3.8,10.6,0,6.6,4.2,2,-0.7,43,56.8,5.8,1023.1,1023.5,1025.7,0,4.8,6.4
184,力林,2020-12-27,10.1,8.1,11.5,14.4,12.8,8.3,2.7,6.1,42,78.6,9.8,1017.5,1015.8,1020,0,9.8,8.6
184,力林,2020-12-28,11.4,8.3,14.5,0,8.3,4.7,2.1,6.7,54,74,9.8,1020.2,1020.9,1022.7,0,3.4,9
184,力林,2020-12-29,9.6,3,14.6,5.4,17.4,10.3,3.7,6,66,79,9.5,1016.6,1014.6,1019.1,0,8.9,8.2
184,力林,2020-12-30,0.9,-1.4,4.3,4.3,23.8,12.7,8.5,-3.1,54,74.9,4.9,1020.9,1020.9,1023.6,2,9.1,2.1
184,力林,2020-12-31,2.9,-0.3,4.6,3.8,18.1,9.9,6.1,-2.6,50,67.9,5.1,1024.3,1025.5,1026.9,1.6,8.8,2.4
184,力林,2021-01-01,5.5,4,7.2,0,13.4,6.9,3.8,-3,46,54.4,4.9,1024.3,1025.6,1026.9,0,9.3,3.6
184,力林,2021-01-02,5.9,2.8,8.4,0,11.8,6.4,4.3,-2.2,43,56.4,5.3,1025.9,1025.5,1028.5,0,6.8,4.5
184,力林,2021-01-03,4.5,2.7,6.3,0,7.9,4.6,2.5,-3.3,48,57,4.8,1030.7,1032.2,1033.3,0,7.8,3.6
184,力林,2021-01-04,5.9,2.2,9.2,0,5.9,3.8,1.7,-1.8,48,57.8,5.4,1027.9,1028.1,1030.5,0,6,4.2
184,力林,2021-01-05,5.6,2.6,9,0,15.6,8.6,4,-0.3,57,66,6.1,1025.9,1026.3,1028.5,0,9.5,4.8
184,力林,2021-01-06,4,1.7,5.6,0.6,20.2,11.7,5.3,-3.1,41,60.8,4.9,1022.5,1021.6,1025.1,0,9,3.8
184,力林,2021-01-07,-1.1,-3.1,4.4,7.9,23.4,12.2,7.5,-4.8,49,76.5,4.3,1022.7,1022.6,1025.4,6.5,9,1
184,力林,2021-01-08,-1.1,-2.7,1,6.1,22.2,11.7,7.2,-5.1,43,74.9,4.2,1021.2,1021.7,1023.9,4.5,8.9,1.2
184,力林,2021-01-09,1.2,-2.1,3.1,0.9,19,11,6.7,-3.4,52,71.4,4.8,1021.8,1022.4,1024.5,0,8.3,1.1
184,力林,2021-01-10,3.6,0.8,5.1,0,13.9,8,4.4,-2.8,49,62.9,5,1024.9,1026.2,1027.5,0,8.9,1.6
184,力林,2021-01-11,3.4,1.5,5.1,10.8,10.4,6.2,2.3,-0.1,50,79,6.1,1023.1,1022.6,1025.7,0,10,3.1
184,力林,2021-01-12,4.7,2.6,6.4,1.2,13.6,7.3,3.8,-2,49,62.3,5.3,1017.3,1018.1,1019.9,0,7.9,3.1
184,力林,2021-01-13,10,5.2,13.6,0,13.1,7.8,4.4,-0.4,39,48.9,6,1015.6,1016.1,1018.1,0,2.4,5.5
184,力林,2021-01-14,10.8,7.9,15.4,0,7.7,4.7,2.5,3.8,50,62.5,8.1,1018.1,1019.4,1020.6,0,0.3,6.9
184,力林,2021-01-15,12.1,7.7,18.2,0,13.1,7.2,3.6,6,46,67.9,9.4,1015.4,1015.1,1017.9,0,5.4,8.8
184,力林,2021-01-16,5.1,2.8,8.6,0,14.2,6.7,4.7,-1.1,57,64.6,5.7,1023.4,1019.9,1026,0,9,6
184,力林,2021-01-17,3.1,1.2,4.4,2,15.7,8.5,5,-2.1,47,69,5.3,1026,1026.6,1028.6,0,9,3.1
184,力林,2021-01-18,6.6,3.1,9.9,0,18.6,10.1,6,-3.1,39,50.6,4.9,1021.5,1021.3,1024.1,0,6.1,4.1
184,力林,2021-01-19,4,2,6.3,0,9.5,4.8,2.3,-4.8,37,53.3,4.3,1028,1027.7,1030.6,0,0.6,2.7
184,力林,2021-01-20,9.2,3.8,15.9,0,8.7,4.7,2.2,1.3,39,58.3,6.8,1025.4,1025.9,1027.9,0,1.8,5.4
184,力林,2021-01-21,12.6,7.3,17.9,0.5,5.1,3.3,1.7,6.3,45,66.8,9.7,1019.6,1018.7,1022.1,0,7.4,9.1
184,力林,2021-01-22,12.7,11.5,14.5,8.2,6.7,4.2,1.7,11.3,80,91.4,13.4,1015.6,1016.8,1018.1,0,10,11.7
184,力林,2021-01-23,12.5,11.1,13.5,57.8,15.2,8,4,10.8,78,90,13,1013.1,1012.4,1015.6,0,10,11.3
184,力林,2021-01-24,11.8,10.4,13.6,0.2,13.1,6.9,3.9,5.2,54,64.3,8.8,1021.1,1018.6,1023.6,0,6.8,10.5
184,力林,2021-01-25,12.6,11.3,15.3,0,13.3,6.3,3.5,6.5,56,66.9,9.7,1021,1020.3,1023.5,0,8.4,11.5
184,力林,2021-01-26,10.4,8.8,12.8,19.7,12.1,7.7,3.4,7.8,70,84.6,10.7,1016.3,1016.7,1018.9,0,9.4,10.1
184,力林,2021-01-27,7.6,5.8,10,0,8.4,4.9,2.3,-1.7,38,52.8,5.5,1019.6,1020.1,1022.2,0,1.8,6.7
184,力林,2021-01-28,6.2,0.4,10.6,0.5,22.2,11.8,5.9,-1.2,43,60.3,5.7,1018,1017,1020.6,0.5,6.9,4.5
184,力林,2021-01-29,2.5,0.3,5.3,0.2,20.7,9.3,5.2,-4.8,46,58.4,4.3,1024.6,1025.3,1027.2,0.3,6.4,3.1
184,力林,2021-01-30,7.8,2.2,11.7,0,10.2,6.4,3.6,-0.9,43,54.5,5.7,1025.4,1026.7,1028,0,3.6,5.2
184,力林,2021-01-31,10.7,5.6,14.9,0,5.4,3.6,1.8,3,44,59.9,7.7,1023.8,1022.1,1026.4,0,7.1,8.4
184,力林,2021-02-01,11.6,9.8,15.8,22.4,14.1,7.5,3.6,8.2,59,80.8,11,1016.5,1017,1019,0,9.9,10.7
184,力林,2021-02-02,4.2,2.9,10,0,13.1,7.2,4.4,-3.6,48,57.1,4.7,1024.3,1020.6,1026.9,0,5.4,5
184,力林,2021-02-03,5.8,3.6,8.6,0,11.9,7.1,2.7,-4.1,32,49.5,4.6,1024.3,1024.6,1026.9,0,3.1,5.9
184,力林,2021-02-04,6.4,3.6,9.5,0.1,16.5,9.2,3.4,-1.8,38,56.3,5.5,1024.5,1023.7,1027.1,0,3.4,7.5
184,力林,2021-02-05,7.1,2.2,9.9,0,6.2,4.9,1.6,-0.9,39,57.6,5.9,1019.7,1018.1,1022.2,0,8.1,5.4
184,力林,2021-02-06,10.6,7.5,14.6,0,11,6.2,3.4,5.3,57,70.4,8.9,1015.8,1017.3,1018.3,0,1.1,8.8
184,力林,2021-02-07,11,7.5,15.1,0,8.8,5.5,2.9,5.4,49,68.8,9,1019.2,1018.8,1021.7,0,1.9,10.1
184,力林,2021-02-08,4.1,2.3,7.5,0,11,5.8,3.7,-3.6,45,57.3,4.7,1026.4,1025.2,1029,0,5.5,6.3
184,力林,2021-02-09,4.8,2.9,7.8,0,9.1,5,2.4,-2.4,47,59.4,5.1,1026.6,1027.3,1029.2,0,4.1,8
184,力林,2021-02-10,7,3.1,10.9,0,4.9,3.3,1.7,0.6,50,64.6,6.4,1023.6,1024.8,1026.2,0,6.8,7.1
184,力林,2021-02-11,9.7,6,13,0,7,4.4,2,4.3,58,69.8,8.4,1022,1022.3,1024.5,0,9,8.2
184,力林,2021-02-12,12.2,10.2,14.1,0,5.5,3.6,1.6,3.6,39,57,8,1021.6,1023.4,1024.1,0,9.3,11.5
184,力林,2021-02-13,13,10.1,16.3,0,7.4,5.2,2,4.4,37,56,8.4,1020.7,1020.7,1023.2,0,5.4,12.7
184,力林,2021-02-14,13.3,10.8,16,2.4,7.3,4.7,1.4,9.8,54,80.1,12.3,1012.3,1010.3,1014.8,0,9.4,11.3
184,力林,2021-02-15,7.5,3.5,12.4,0,14.8,8.4,5.5,2.3,53,70.4,7.7,1012.9,1010.6,1015.4,0,8.9,8.3
184,力林,2021-02-16,5.7,3.3,9.1,0,18.1,9.9,5.2,-1.9,47,58.5,5.4,1016,1015.7,1018.6,0,6.1,7.7
184,力林,2021-02-17,1.3,-1.2,3.8,0.9,20.8,11.3,8.2,-5.4,46,61.8,4.1,1018.9,1020,1021.5,0.4,8.4,2.6
184,力林,2021-02-18,2.5,-1,3.8,1.9,20.6,10.9,7.2,-2.7,52,68.3,5,1021.8,1022.7,1024.4,1.6,8.8,2.1
184,力林,2021-02-19,8.5,2.8,13.4,0,11.1,7.4,4,-1.4,22,51.5,5.6,1018.4,1016.3,1020.9,0,1.6,7.2
184,力林,2021-02-20,15.6,11.7,17.7,0,16.2,9.1,6.1,3.4,28,45.1,8,1012.1,1013.3,1014.6,0,0,12
184,力林,2021-02-21,18.9,16.4,23.7,0,18.7,10.8,6.4,4,23,39.3,8.4,1011.6,1012.7,1014,0,0.1,16
184,力林,2021-02-22,15.3,8.7,23.4,0,14.1,8.9,4.5,3.2,25,47.8,7.9,1013.9,1012.5,1016.3,0,0.9,14.5
184,力林,2021-02-23,7.5,5,10.6,0,6.5,3.9,2.3,-1.9,37,52,5.3,1022.4,1023.6,1025,0,4.8,10
184,力林,2021-02-24,9.9,5.2,13.2,0,8.8,5.1,2.5,2.8,44,62,7.6,1021.2,1022.2,1023.7,0,2.4,10.4
184,力林,2021-02-25,11.6,9.8,15.2,19.6,13.4,7.9,3.6,6.3,54,71.3,9.6,1017.2,1017.5,1019.7,0,8.3,10.1
184,力林,2021-02-26,11.2,9.8,13,5.4,22.2,10.3,6.7,6.6,57,74,9.8,1016.4,1016.6,1018.9,0,9.9,9.9
184,力林,2021-02-27,11.4,10.8,12.6,0,20,10.3,5.7,4.6,54,63.1,8.5,1022.1,1021.3,1024.6,0,9.3,9.7
184,力林,2021-02-28,14.4,11.3,17.1,0.1,12.8,7.2,4,9.4,61,72.5,11.9,1020.6,1019.6,1023.1,0,8.6,13.4
184,力林,2021-03-01,15.5,7.8,21.9,11.2,14.2,7.6,4,11.5,61,78.3,13.8,1012.3,1009.8,1014.7,0,9.9,13.2
184,力林,2021-03-02,7.5,6.2,9.8,0,13.9,8.1,4.3,1.6,52,67.4,6.9,1022.4,1016,1025,0,6.9,10.3
184,力林,2021-03-03,9.2,4.8,12.8,0,11.7,6.1,2.6,1.7,45,60.6,6.9,1025.9,1026.5,1028.4,0,5.1,9.3
184,力林,2021-03-04,10.9,9.2,12,26.9,11.8,7.6,3.2,7.7,59,82.4,10.7,1019.1,1018.8,1021.6,0,9.9,9.7
184,力林,2021-03-05,11.9,10.7,14.2,0.1,8.6,5.3,2,8.8,68,82,11.3,1017.5,1017.4,1020,0,7.3,14.1
184,力林,2021-03-06,11.3,9.2,14.2,0,13.3,6.3,2.8,7,66,75.3,10,1022.3,1021.6,1024.8,0,9.1,11.1
184,力林,2021-03-07,10.1,9.1,11.1,0,13.1,6.8,3.5,5.3,63,72.4,8.9,1024.9,1026.2,1027.5,0,8.8,10.7
184,力林,2021-03-08,10.4,8.7,12.7,0,7,4.8,2.6,5.6,64,72.5,9.1,1024,1025.1,1026.5,0,6.6,13.6
184,力林,2021-03-09,10.6,7.9,13.5,0,6.6,4.8,2.3,2.7,37,59.5,7.6,1023.2,1024.2,1025.7,0,6.5,11.6
184,力林,2021-03-10,11.5,7,16.5,0,11.2,6.5,2.5,4.4,47,62.1,8.5,1025.3,1026.1,1027.8,0,0.8,12.7
184,力林,2021-03-11,14.1,10.9,19,7.6,12.7,7.3,3.4,10,57,77,12.4,1021.6,1019.7,1024.1,0,8.9,13.9
184,力林,2021-03-12,11.3,10.3,13.4,14.2,11.4,7,3.7,9.4,78,88.3,11.9,1016.1,1015.7,1018.6,0,9.6,11.4
184,力林,2021-03-13,11.7,9.4,14.7,0,6.6,4.6,2.4,7.4,59,75.4,10.3,1019.4,1021.1,1021.9,0,3.5,13.5
184,力林,2021-03-14,11.4,8.5,15.2,0,4.9,3.1,1.8,4.6,50,64.1,8.6,1018.8,1020,1021.3,0,0.6,13.8
184,力林,2021-03-15,13.9,7.9,19.2,0,9.8,5.4,2,6.9,50,63.3,10.5,1014.7,1013.7,1017.2,0,8.1,13.5
184,力林,2021-03-16,12.6,7.9,19.1,3.1,13.5,7.1,3.4,8.1,36,75.8,11.4,1013.6,1012.5,1016.1,0,4.8,14.7
184,力林,2021-03-17,11.3,6.3,15.7,0,9.6,5.9,2.7,5.1,51,66,9,1016.1,1017.3,1018.7,0,2.3,13
184,力林,2021-03-18,13.7,10.8,17.1,0,12.5,7.4,3.1,9.2,61,74.6,11.6,1016.3,1016.7,1018.8,0,6.6,17.3
184,力林,2021-03-19,14.2,12.9,16.2,6.2,11.4,5.3,3.3,10.2,64,77.5,12.5,1014.9,1015.5,1017.4,0,9.1,15.3
184,力林,2021-03-20,12.8,9.6,15.7,7.6,10.4,6.2,3.5,11.5,80,92.5,13.7,1009.4,1009,1011.9,0,10,13.2
184,力林,2021-03-21,9.2,7.3,12.5,0,17.8,10.5,6,1.9,43,61.5,7.1,1016.3,1015,1018.8,0,7.9,11.3
184,力林,2021-03-22,9.8,6.4,12.8,0,15.1,8,5.3,-1.2,33,46.4,5.6,1022.1,1023.1,1024.6,0,2.1,12.1
184,力林,2021-03-23,12.3,9,16.5,0,12.3,7.3,3.8,3.1,39,53.8,7.7,1021.4,1021.8,1023.9,0,0,14.2
184,力林,2021-03-24,13.3,8.8,17.3,0,6.5,4.7,1.9,5.2,46,58.6,9.1,1018.4,1018.6,1020.9,0,7,14.7
184,力林,2021-03-25,14.1,11.6,17.7,0,5,3.2,1.8,7.7,39,66.5,10.7,1019.3,1019.8,1021.8,0,1.6,18.3
184,力林,2021-03-26,14.6,9.7,21.2,0,7.9,5.6,2.3,5.2,37,54.4,9.3,1018.3,1018.5,1020.8,0,1.4,17
184,力林,2021-03-27,17.5,12.2,21.5,4.2,14.1,8,3.1,12.3,50,73.1,14.6,1008,1005.8,1010.5,0,8.1,14.6
184,力林,2021-03-28,14.5,12.7,17.5,0,12.3,7.6,4.1,10.3,59,76.4,12.5,1005.6,1005.6,1008.1,0,4.3,16.1
184,力林,2021-03-29,15.2,12,17.8,0,10.1,5.7,2.6,4.2,29,50.9,8.7,1007.8,1008.6,1010.3,0,6.8,16.9
184,力林,2021-03-30,14.3,11.4,19.1,0,6.7,4.8,1.7,3.3,14,48.9,7.9,1009.6,1009.7,1012.1,0,2.1,17.9
184,力林,2021-03-31,16.2,12.1,20.6,0,12.2,6.9,3.3,8,37,58.6,10.8,1010.7,1011.4,1013.1,0,8.1,15.3
184,力林,2021-04-01,15.2,13.8,17.5,8.8,15,6.8,4,11.1,63,76.9,13.2,1012.8,1013.5,1015.3,0,9.8,14.5
184,力林,2021-04-02,17.2,13.8,19.9,9.8,15.3,7.9,4.6,13.5,67,79.3,15.5,1013.5,1014.8,1016,0,9.8,16.7
184,力林,2021-04-03,18,13,22.8,0,12.3,7.7,4.1,15.4,66,85.3,17.5,1009.3,1009.4,1011.7,0,9.4,17.4
184,力林,2021-04-04,11.4,10.8,13.2,5.2,11.2,6.9,4,10.2,85,92.8,12.5,1013.2,1011.5,1015.7,0,10,12.2
184,力林,2021-04-05,12.6,10.6,14.6,4.1,11.4,5.5,2.7,5.3,39,64.3,9.1,1018.9,1018.9,1021.4,0,3.6,16.1
184,力林,2021-04-06,13.9,11.3,17.4,0,7.3,4.8,2.2,5.5,43,57.5,9.1,1019,1020.1,1021.5,0,3.1,17.7
184,力林,2021-04-07,14.8,11.2,18.3,0,6.3,3.9,2,5,41,52.6,8.8,1018.4,1019,1020.9,0,4.5,16.6
184,力林,2021-04-08,14.4,11.2,18.6,0,7.5,4.6,2.6,3.1,21,48.1,7.7,1017.6,1019,1020,0,4,18.9
184,力林,2021-04-09,13.8,9.7,17.5,0,11.3,6.5,3,5.3,41,57.1,9.1,1021.5,1020.5,1024,0,2.6,18.4
184,力林,2021-04-10,14,11.4,17.5,0,13.4,7.4,3.6,6.3,48,60.4,9.6,1027.2,1027.8,1029.7,0,2.6,19
184,力林,2021-04-11,16.6,12.2,21.5,0,12.6,6.2,3.4,6.2,30,51.5,9.5,1025.4,1025.4,1027.9,0,4.4,20.8
184,力林,2021-04-12,16.5,14.3,19.9,16.9,13.7,8.6,4,13.3,47,82.4,15.4,1014.5,1010.5,1016.9,0,10,16
184,力林,2021-04-13,11.8,8.5,14.4,0,12.1,6.2,4.3,7.7,63,76.8,10.7,1014.9,1013.9,1017.4,0,8.6,12.4
184,力林,2021-04-14,11,8.2,14.9,0,8.8,4.6,3,1.8,43,54,7,1018.2,1019.3,1020.7,0,5.5,14.8
184,力林,2021-04-15,13.1,8.6,17.9,0,10.4,6.7,2.5,4.3,43,55.8,8.4,1016.6,1016.5,1019.1,0,5.3,15.5
184,力林,2021-04-16,15.1,11.1,19.7,0,5.8,3.7,1.7,9.1,59,67.6,11.6,1014.7,1016,1017.2,0,5.4,16.1
184,力林,2021-04-17,13.7,11.3,16.3,0,13.8,8.1,4.4,5.7,32,60.8,9.6,1015.7,1015.7,1018.2,0,2.3,19.7
184,力林,2021-04-18,13,11.1,16.5,0,12.2,6.9,4.8,2.2,37,48.4,7.2,1017.8,1018.8,1020.3,0,2,18.4
184,力林,2021-04-19,14.5,9.9,19.1,0,7.9,4.8,2.6,-1.7,16,33.8,5.6,1017.5,1018.7,1020,0,0,15.2
184,力林,2021-04-20,14.8,10.3,18.5,0,5.1,3.3,1.9,1.9,27,42.4,7.3,1018.7,1019.7,1021.2,0,2.1,17.8
184,力林,2021-04-21,17.5,12.3,22.8,0,6.1,4,1.8,7.5,29,53.1,10.9,1018.6,1019.6,1021,0,7.1,19.4
184,力林,2021-04-22,21,16.8,25.9,0,10.9,6.8,3.1,8.2,16,46.3,11.1,1014.9,1014.8,1017.3,0,8.8,20.3
184,力林,2021-04-23,19.3,16.5,25,0,13.8,6.6,3.9,12.8,42,67,14.8,1013.5,1013.9,1015.9,0,7.6,22.4
184,力林,2021-04-24,17.5,15.9,21.9,0,12.7,8,3.7,14.1,63,80.9,16.1,1016.2,1017.5,1018.7,0,6.4,23.2
184,力林,2021-04-25,16.9,14.7,20.7,0,13.5,7.6,2.5,11,51,69,13.1,1017.1,1018.3,1019.6,0,2,23.4
184,力林,2021-04-26,16.5,13.5,20.9,0,12.9,6.3,3.5,7.8,34,58.1,10.6,1018.5,1019.5,1020.9,0,3.8,23
184,力林,2021-04-27,17.1,14,21.5,0.8,7.4,4.5,2,10.5,39,67.3,12.9,1016.3,1017.1,1018.8,0,9,21.2
184,力林,2021-04-28,17,14.9,19.5,0,5.8,4.3,1.9,13.3,69,79.6,15.3,1014.4,1013.9,1016.9,0,7.5,24.2
184,力林,2021-04-29,18.8,14.7,23.3,0,22.9,9.3,3.8,9.7,12,61.6,12.6,1006.1,1003.7,1008.5,0,4.1,25.5
184,力林,2021-04-30,16.3,11.3,19.9,13.2,18.6,10.7,4.8,8.6,32,61.8,11.4,1004.7,1003.2,1007.1,0,3.5,18.4
184,力林,2021-05-01,13.3,11.5,16.3,10.1,13.3,8.1,4.5,7.8,45,71,10.7,1006.9,1001.8,1009.4,0,4.1,15
184,力林,2021-05-02,13.8,10.9,16.7,0,11.5,6.7,3.9,7.4,54,65.6,10.3,1016.1,1013.2,1018.6,0,4,18.6
184,力林,2021-05-03,15,9.4,18.9,0,5.4,4,2.1,9.1,58,68.3,11.7,1016.7,1016.6,1019.2,0,5,19.7
184,力林,2021-05-04,19,15.1,23.1,12.8,13.4,7.7,3.2,12.7,44,68.5,15.3,1008.2,1004.4,1010.6,0,9.8,17.1
184,力林,2021-05-05,17.1,12.9,22.6,0,10.4,6.6,3.3,5.4,20,51.4,9.5,1014.3,1009.5,1016.7,0,3.5,18.1
184,力林,2021-05-06,18.4,13.1,23.4,0,6,4,1.8,5.4,27,43.1,9.1,1014.9,1013.7,1017.3,0,5,20.2
184,力林,2021-05-07,19.5,14.4,26.6,0,16.8,9.2,3.5,9.9,39,54.9,12.5,1007.8,1008.3,1010.3,0,5.3,19.3
184,力林,2021-05-08,18.3,12.7,25.3,0,13.8,7.5,2.9,9,36,56.4,12.2,1005.3,1004,1007.7,0,5.8,19.8
184,力林,2021-05-09,18.9,14.9,23.9,0,6.9,4.6,2.2,7.7,13,54.6,11.3,1008.8,1008.3,1011.2,0,1.4,23.8
184,力林,2021-05-10,20.3,17.3,23.4,0,8.1,5.7,1.8,12.7,35,63.8,15.3,1008.4,1009.5,1010.8,0,2.6,26.2
184,力林,2021-05-11,18.6,17.4,20.6,0.4,14.7,7.3,4.1,16,75,85.4,18.2,1007.9,1008.5,1010.3,0,9.4,19.3
184,力林,2021-05-12,18.3,16.1,21,0.6,14.6,7,4.2,14.4,62,78.5,16.4,1008,1009.2,1010.4,0,8.6,21.2
184,力林,2021-05-13,19.6,17.7,22.2,0,10.7,6.3,3.5,15.1,55,76.4,17.3,1009.4,1010.7,1011.8,0,4.5,26
184,力林,2021-05-14,21.5,17.9,26.5,0,10.9,5.8,2.8,17.7,61,80.4,20.3,1008.3,1009.1,1010.7,0,9.4,23.7
184,力林,2021-05-15,23.7,19.6,30.9,6.1,15.9,8.7,3,19.7,56,79.6,22.9,1004.2,1004.9,1006.6,0,8.5,25.9
184,力林,2021-05-16,23.5,17.4,28.5,22.5,15.5,8.3,4.3,20.3,61,83.1,23.9,1001.4,1001.3,1003.8,0,10,22.3
184,力林,2021-05-17,16.7,15.7,18.8,2.4,10.3,6,4.2,14,68,85.4,16.1,1007,1005.8,1009.4,0,8,17.9
184,力林,2021-05-18,18.6,15.3,22.9,0,7.1,4.9,2.8,11.1,43,63,13.3,1009.2,1010.3,1011.6,0,7.4,20.7
184,力林,2021-05-19,19.7,17.2,21.8,0,6,4.4,2,13.6,47,68.4,15.7,1009.1,1009.3,1011.5,0,7.8,22.1
184,力林,2021-05-20,18.3,15.9,23.4,24.4,14.1,7.8,4,16.2,75,88.4,18.5,1002.1,1000.9,1004.5,0,9.9,19.8
184,力林,2021-05-21,18.2,16.1,21.9,0,10.1,5.7,3.8,11.5,44,66.3,13.6,1007.9,1006,1010.3,0,5.8,19.9
184,力林,2021-05-22,19,17.2,22,0,6.5,4.1,2.7,13.1,54,69.3,15.1,1009.5,1010.4,1011.9,0,3.4,24.2
184,力林,2021-05-23,19.8,17.3,23.3,0,4.5,3.1,1.7,13.9,53,69.1,16,1008.8,1009.8,1011.2,0,5.9,25.5
184,力林,2021-05-24,19.4,16.1,23.2,3,8.9,5.5,2.9,14.1,53,71.9,16.1,1007.5,1008.6,1009.9,0,6.6,24.2
184,力林,2021-05-25,20.2,16.1,25,0,19,10.1,3.8,11.8,20,59.3,14.1,1008.1,1008,1010.5,0,5.3,23.8
184,力林,2021-05-26,18.8,15.3,25.4,15.6,10.5,5.2,1.5,7.6,17,54.1,10.9,1006.5,1004.2,1009,0,10,19.3
184,力林,2021-05-27,19.1,15.5,24,2.8,11.1,6.9,2.7,15.6,49,80.9,17.7,1002.5,1002,1004.9,0,5.6,21.4
184,力林,2021-05-28,20.7,16.4,29.2,0,19.1,10.9,3.8,13.2,37,63.3,15.6,1002.2,1000.6,1004.6,0,2.3,21.7
184,力林,2021-05-29,19.7,16.5,23.8,0,7,5,2.4,13,42,66.1,15,1006.1,1007.7,1008.5,0,2,25.5
184,力林,2021-05-30,21.4,16.6,27.7,0,5.9,4.4,1.7,14.3,32,65,16.3,1006.7,1007.9,1009.1,0,0.8,27
184,力林,2021-05-31,22,19.2,27.5,0,7.4,4.6,1.5,15.3,46,67,17.6,1008.7,1009.6,1011.1,0,2.6,28.3
184,力林,2021-06-01,22.9,19,27.4,0,8,5.1,1.9,15.6,41,65,18,1011.1,1011.5,1013.5,0,5,29.3
184,力林,2021-06-02,24.5,21.4,29.1,0,13.5,6,2.4,15.1,36,57,17.2,1009.4,1009.4,1011.8,0,8.3,25.8
184,力林,2021-06-03,23.7,19.2,30.9,1.5,13,7.6,3.3,18.9,57,76,22,1000.6,999.1,1002.9,0,9,26.2
184,力林,2021-06-04,20.6,18.4,23.4,2.9,8.2,5.2,3.2,14,28,69.4,16.6,1002.7,1003,1005.1,0,8.3,24.3
184,力林,2021-06-05,24.1,19.7,29.3,0,9.8,6.2,3.2,15.2,29,59.4,17.6,1002.1,1002.6,1004.4,0,5.9,26.4
184,力林,2021-06-06,22.1,19.4,26.3,0,6.3,4.8,1.7,16.7,52,72.3,19.1,1006.3,1005.4,1008.7,0,1.8,27.7
184,力林,2021-06-07,21.8,19.4,24.7,0,6.3,4.2,1.8,16.7,56,73.8,19.2,1012.1,1012.2,1014.5,0,2.1,28.1
184,力林,2021-06-08,24.2,20.2,30.5,0,7.9,4.4,1.7,19.4,49,75.3,22.6,1012.2,1013.5,1014.6,0,5.3,29.6
184,力林,2021-06-09,26.3,22.5,31.5,0,9.5,6.1,2.6,21.2,56,74.5,25.2,1011.7,1012.6,1014.1,0,4.6,30.8
184,力林,2021-06-10,25.7,22.2,28.2,5.3,14.4,6.5,2.6,19.4,49,69.5,22.6,1008.4,1008.4,1010.8,0,7.9,26.5
184,力林,2021-06-11,21.6,18.9,25.7,86.8,10.8,6.6,2.2,21,75,96.4,24.9,1007.6,1008.3,1010,0,10,23
184,力林,2021-06-12,22.7,20.7,26.4,1.2,5.1,3.4,1.5,20.8,74,89.9,24.6,1009.5,1010.7,1011.9,0,8,26.5
